Entity,Wall,Stair,Slab,FurnishingElement,Column,Flowterminal,FlowSegment,FlowFitting,FlowController,DistributionControlElement,Window,Door,IfcWallStandardCase_3_QnWjyCf43uOsOSqFjYHW
IfcSlab_1P28UyzMP83xIfIWgwOsb3,,,,,IfcColumn_2XbmfNQNr1l9EQAIdsCo_$,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,,,,,IfcColumn_0SkQ0lWITAzgiQlhXGoKs3,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,,,IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_29HZeAPqD91fz2a1biiozK,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_04tAD1fubED93GttBvh7xL,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_355AIRkevEVxrAxt2WPdsa,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_20kGi$ECzDcxbaLKTKl358,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_1BQIICQ3v4B88I8dsjIUNZ,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_1Z3bLeBCD37fgmBtIzNcI8,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_37mIh0rKT3MgXrwZqaOZ53,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_3Xer$fLsTCdvWlwlTv9hjN,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_0j8ELHUZrC6h7TprV76QPb,,,,,,,,,,,,
IfcSlab_1P28UyzMP83xIfIWgwOsb3,IfcWallStandardCase_2PGLBr1t97YB0Xj2lksSN1,,,,,,,,,,,,
IfcSlab_1sGYqFYyz2oPPDs17lbiv8,,,,,,,,,,,,IfcDoor_2Nij9SYEnCyBnGI2ezP1rL,
IfcSlab_1sGYqFYyz2oPPDs17lbiv8,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcSlab_1sGYqFYyz2oPPDs17lbiv8,,,IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,
IfcSlab_1sGYqFYyz2oPPDs17lbiv8,IfcWallStandardCase_3dMqTsm$v1Jw6WT3d4oJxr,,,,,,,,,,,,
IfcSlab_1sGYqFYyz2oPPDs17lbiv8,IfcWallStandardCase_0RKaq8isL8OhZ$yKtxKF5M,,,,,,,,,,,,
IfcSlab_1sGYqFYyz2oPPDs17lbiv8,IfcWallStandardCase_3PdiTDxZj6qOWUmdv_q4SI,,,,,,,,,,,,
IfcSlab_1sGYqFYyz2oPPDs17lbiv8,IfcWallStandardCase_3buNkhc6H479O$$bxiWmVJ,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_0DukwoNM11FfJ_WTSmMqQc,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_1uM5Jn_Xz3xeIcCY3XPWCR,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_1o8bVZkaP2sAgTSbtVtdbX,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_3orSkOWin5GPIOSaHbnB35,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_1L6VKrkiP2yhwMNGFsxYCj,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_3kx6QcZOX8hRkCCaeaVkMA,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_3miXWS$wnCnerppnuWyNku,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_1W6InMyojCjwpzvjy_5sPO,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_1OCsQTsrv2a8$toxAJ5J$7,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_17k2M$W4fA6fWEQab$$Oah,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_3ziSp9kof2IulwmqHgac14,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_2tXYR22e98$8tsjsGsCO9s,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_1URP6pH0H7QgCWB5d29d7v,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_04vZXx8TbBOPQfXGx2WlS4,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,,,IfcDoor_1Ib6F6rfv9g9LUtY6MFdmm,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,,,IfcDoor_0XR5YwQZvD2A$wSG$3X726,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,,,IfcDoor_1AG8FldgX45wKeDFmR9rxM,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,,,IfcDoor_0DUCtPACbFz8FYnLgrE901,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,,,IfcDoor_22D2SMp0fDvB94pwCecL95,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,IfcSlab_1sGYqFYyz2oPPDs17lbiv8,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,,,IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWall_3vNMt7Mx19AhlQly1IcNMl,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0RSUEP84HCLP0QMj6xttu5,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1oxGa3s697exXiptze2wfR,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1LtEjU8Br8n9ntcxRrtJXR,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3eMFGBcQ1FA8wjRSi9q93h,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3NDmtrtlfB$A6eS70xVI6Q,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_06FgSyGpT7jhWOHg_GXt6C,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1cYadzbzf60wwPW1X1th5z,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3cMjtvSDrERhwOyJd0ih7H,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0GqRoGCuXF8uyQJCT_Hr5D,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3EgdVMh4b7IAa6_pV3d2g0,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3BZQLluY1D7xc3A5aycV3O,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1jIWeS8M9CDAXWWVuGkmzW,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0MnIFdrDTB$h4nnYhuiHTL,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3dMqTsm$v1Jw6WT3d4oJxr,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3wl0Pv40nFjvUyFeib0RHQ,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0oZpZnTgH9thZdjoQFGuWY,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_07Pdvpjkr38OlbXGMRynAf,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0sT$tBUnX9mgvyycR0WuXI,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0EEO8H3pj3r9VnEdPdfy6U,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0NjqeGUOz2ihTa_SJ7GpD_,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2EAKo2h0PDK8P_g6hay7y8,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1sejJL_bn6sRRgx$zQ1xEx,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2Nh$r3jbr24geaUZbVvYcJ,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0r8MHRqqf4dgTgU1Std5Dr,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1vx8NCyVr1KOLye9CpfSDo,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3rrbI_uPfBovkoAHvi1aoQ,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0amDzOhgLAcu$14h0bH1Mm,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0L4ukZJtv3kwH19I4tIaXj,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2ZMsJg4mb6SA91kQ1MXZ2C,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_39MeAn1Kr7ZOmgsydiHGPa,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3MinvslXX8aAPfno6DOc6B,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_18v0ytfuDEr8dCTQfW_sof,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0DRyCZap52gxAwVFosZy_t,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_17UCYPRnL0PPMZwshgkPz3,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2Nr48aDc5FzBItgaS1RZJ$,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0MDOVS6RXDhglKjycKzU6R,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3NNLKJGjX7yBQ98lcK6r0j,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_33WGO4F_j9VPcaNj1FUmY5,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2$GIyvRej2ownEbH4U1FOG,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_19CkqTKO5C4A5uWkW61g2a,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_39Oy_ZnCP9sfqn9o$mV8gB,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0q154idS90aO1ecV7fk9_e,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3ElOuJhI10HOSrLFfUGORG,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0Aelx9kMf90BO45p$yM01V,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3PdiTDxZj6qOWUmdv_q4SI,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0slViKzPbDrBR83Q4oWcAZ,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2Oq4FefKXDqRorDVmlfy9c,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_0_iCuc0MPFjRJ3Dp1wTREi,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2Mo9c7EuTBCRhmcw2g657b,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1ITOW9Q0nCBxbrVbunNFai,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_16MwZxdFvCmAqQtNaCo41J,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1Fs$WR0pv1IeMLc1lC8Tnh,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2b3YrswfT8fwWgjnkhbqcy,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_05F_Q2jGj8YxqWAh0Sarfu,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_2R2$TihXn94wUMsBbFhngu,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_3oyY0TaLnEUOXLJBSCA0Lb,,,,,,,,,,,,
IfcSlab_3$kz3cRBv49esDROd1aDaM,IfcWallStandardCase_1kq0jW_T114vyeMFiuGeRI,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,,,IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,,IfcStair_3Mm9rKK9n9VRl7uLFoT56a,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_0f8UhDwDf3VhCKNQ5CPJxA,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_1LtEjU8Br8n9ntcxRrtJXR,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_3NDmtrtlfB$A6eS70xVI6Q,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_2WLn7iOyHCH8Kp0hkrciEI,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_1Ydb8j3mHFQ82NnQ9nD7yc,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_07Pdvpjkr38OlbXGMRynAf,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_2wvDp4n0nD2hvHCTelWDIt,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_18v0ytfuDEr8dCTQfW_sof,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_2Nr48aDc5FzBItgaS1RZJ$,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_0BsgbhvFHE2fezjtM4NFHf,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_0SbawEjRP5AhzarGS3vzhi,,,,,,,,,,,,
IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,IfcWallStandardCase_2Mo9c7EuTBCRhmcw2g657b,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_0_vUy8AfX1y8f2RQEA3wx1,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_0HVBytT7T2rR2Fh0G4UxtN,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_1CdjCD0PTCi9FA4MecOGCj,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_1MGG$KIBX1aBsEy673XdPF,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_3wAvBLRx59_9Yj4s5XwG$F,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_1dXwPyTRr0GepEaUKHlgG6,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_3ImGdXCd992h7Lzth4QLlR,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_0emaXY_75EuBR0n_2no11S,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_2XbmfNQNr1l9EQAIdsCo_$,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,IfcColumn_0SkQ0lWITAzgiQlhXGoKs3,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_2oaQ59WYz1pB1nhvfiMqxK,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_1qq5ROc4H98fUNdosZbVUx,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_0BmQFt05L4kAGQRTElAN9h,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_0S3EIUsrX4TvIZRXxF_MHh,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_1wmhJrMqH35PNphlBsvG9I,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_0Yw3JNj1PD3gnzgitM55w9,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_3JQu6Gt4XEJBVHtO$XNqd7,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_0_ylYzknv4hQHUt5HTEccr,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_1ctMNYP8HCdvBi$SVmiNpy,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_2NdY6o8hn4dAqWTMMq7WzU,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_30nYd_WXL5fxZkjRErZGwS,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_1Abt_kUqfC0PyEwv5Tpcc_,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_1ZbShwKD14_hKKYBH_hAPy,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_3tRd9Dg3DDq8aBy5XuIyNp,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_052WCUNtj8XPmH3Ng$cWQI,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_0a$FCIQib3BvQOYctlTPYL,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_2Nij9SYEnCyBnGI2ezP1rL,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,,,IfcDoor_1LlUTShGv85vGgm00LN8Zc,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,IfcSlab_1P28UyzMP83xIfIWgwOsb3,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,IfcSlab_1sGYqFYyz2oPPDs17lbiv8,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,,IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,,IfcStair_2e5nkVLaL2qRFcAqp95lkF,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWall_1FqJ1PIVXCE9CV6JWlyJOC,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWall_30TzZlfQDEAPISkU1Cv_bZ,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3tj2BzKTLCJfFGaHOFHTce,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1HBPvBo6T5XAEkAzvYlmHQ,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0Ru_9EK5nFheF2d_Ny0VGS,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1KWG5USE114vxtdoi98d51,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0F2iFEZWn4KRtWavd0dGQJ,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2naDaMDu16yQ6GtiU77j3X,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1oxGa3s697exXiptze2wfR,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0EGl7CM9zDUxOkM8pX7tA9,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3NDmtrtlfB$A6eS70xVI6Q,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3Vj$QeNZHDU96b5NXCzeX3,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3_L0UH9tX17PINMHnwgL1y,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3YGZw$_hT3VezaOjMjsI7J,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1dNYfyz_f2agtEB5iKr8Sa,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0a6Ar2kyD7fQpdRKikU5cR,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3YZ1odca1DwOzqhXM6dqvk,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2su6f5_ur8XQyn9cICTp2y,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1LpLjJmg57jPDghqAkh1cJ,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1wB8nMd9zAEguglnzagvyp,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1JTB9g6zHFWOq$51IUQbNK,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1Ydb8j3mHFQ82NnQ9nD7yc,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_06FgSyGpT7jhWOHg_GXt6C,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1MYYxrxOX3hA6qgRd3R7Mo,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0KEnzMXg501g4v8LQ2Y_AM,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2tPRCw52z1v9PMDcOqdkvD,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0letMlTIL96RvgcJXv6Den,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2myM9pN_H1_w1ACrW$rG5w,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0pcpVZqwH0YAChDxzPQL8K,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0ds$PArqf8_R73Df8oifZL,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3Gd_0W6AH43BVXnQqbZq6W,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0s1blguXb5svSeGnBNONUh,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0aJggAxu5CDQNBRK9F31qL,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3L$_DKDfj4Exlg9ksYRqOB,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1OUkJAslD4RRtC5Chbc00n,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0iSGFSHsX4E8qcAXmNdvT2,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2Wbu4S1DT9lAPKwyL0UjFV,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_18V8gmjZX7Bg5i1_b7GebT,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3FHZHOAPXAGemnZCwJFIul,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0H$1xfUEb2tA873CEsofJF,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3W20UgPAz819Vsv2cqBgsJ,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3lkG5OxIn0cuFbCN7Cl3rh,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3KwKRngiv8sPFTvsJNFKMX,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_22n0PwCKn7VRB_K5pIz_Yd,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1SDotxeAfCNhtwM1ZneKMD,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_132tgi3_v1DQ7URGl$Ybke,,,,,,,,,,,,
